orders,order_estimated_delivery_date,order_delivered_customer_date,order_id
1,"2017-06-19 02:00:00","2017-06-22 18:02:31",40d2a869f24d0fcaf5a569330470313d
1,"2018-04-12 02:00:00","2018-04-18 19:38:40",03bf6a245a6dfdc3cea6bb75ae4fa3d7
1,"2018-05-09 02:00:00","2018-05-15 14:10:04",56abbae9014467d35f46261ee6f7fa71
1,"2018-05-09 02:00:00","2018-05-16 19:42:32",618db255ea9978349362f2f0e3ec1aff
1,"2018-04-05 02:00:00","2018-04-16 22:11:34",6e005ed6792ec5ba81274fcf6ca4ec74
1,"2018-04-03 02:00:00","2018-04-09 20:54:36",7f2b0346e93196f248181eccd7cba58d
1,"2018-04-17 02:00:00","2018-04-17 02:39:52",c410904a63a021b7cc16816947ea4769
1,"2018-04-13 02:00:00","2018-04-13 13:06:26",e11ced871fd97da835073a98ebacbf23
1,"2017-10-27 02:00:00","2017-11-03 22:05:31",4351879fb74d0a37b9c8dad7ba7e59de
1,"2018-03-19 01:00:00","2018-03-27 16:49:15",0749c0c521a53f4a99f4c7be0d92df95
2,"2017-12-11 01:00:00","2017-12-14 17:39:12",7fc930983a4062abd3407e7d6a0141a5
1,"2017-12-21 01:00:00","2018-01-05 23:17:17",73cafc0c127f9cee457b39b5c0e3fc16
1,"2017-10-31 01:00:00","2017-11-04 00:27:43",337ed97aec5fea9e7e8169cf04876433
1,"2018-06-05 02:00:00","2018-06-13 01:05:23",3ea264e36baf2f2275cdcfbd1b96a4aa
1,"2018-06-07 02:00:00","2018-06-11 22:21:36",bbccc293dde3a6b72a942c4117678017
1,"2018-05-30 02:00:00","2018-06-07 20:22:08",c57ae5ddbc1ce170981df1880afd9dd1
1,"2018-01-08 01:00:00","2018-01-15 15:14:32",9a0711872c4923672894e8289ecfab8c
1,"2017-11-03 01:00:00","2017-11-07 22:14:56",1e80928c1e41dacaab0a0409f3e0b130
1,"2018-04-06 02:00:00","2018-04-18 19:19:40",61c1e3cb15d9537106e729de9d839b6b
1,"2017-12-11 01:00:00","2017-12-19 17:04:42",9b643bf8a8614206d936530d416aef57
1,"2018-03-02 01:00:00","2018-03-07 00:29:04",bf6ae1909b2e970bb1c4f1119b324b64
1,"2018-04-09 02:00:00","2018-04-11 03:16:46",47a60b8da8b1f9287e940ef3d33473c0
1,"2018-04-16 02:00:00","2018-04-20 23:37:31",aa7793d3985f9a2e8ba25eb1907fc587
1,"2018-08-13 02:00:00","2018-08-13 17:41:47",dd63de941b6998a80f25d03116747f9d
1,"2018-03-23 01:00:00","2018-04-16 22:46:25",07528311766b5aa54d193747c66663df
1,"2017-08-16 02:00:00","2017-08-25 17:49:33",29b864f0e9959e828d0be8a00fba46bc
1,"2018-03-22 01:00:00","2018-04-06 02:16:44",6c5139dc6f51884e3aef7c8359d820c5
1,"2018-03-29 02:00:00","2018-04-13 16:56:34",a562dc4f82a34303219d36cffb2cdd2c
1,"2018-03-20 01:00:00","2018-04-05 21:58:53",b0459878e11dcfafd042b81083011548
1,"2018-03-27 02:00:00","2018-04-04 20:52:49",bb5b0d8f3e9c964760c674f2aa2ae0cf
1,"2018-04-05 02:00:00","2018-04-14 18:32:56",cce2f38a1c903ff25cc0da92e7423d8c
1,"2018-04-11 02:00:00","2018-04-13 21:48:39",d2a94b559b24b1de56f07450701095ff
1,"2018-04-19 02:00:00","2018-04-25 02:53:33",d8f68e0ae10289264edb3f3bf8cac054
1,"2018-04-20 02:00:00","2018-05-05 17:44:41",f18f555bdd4c33bcebaa68a9d6c91980
1,"2017-05-10 02:00:00","2017-05-16 11:32:33",3d7843619ba9dab89ba9aa58cfa11e31
1,"2017-11-03 01:00:00","2017-11-04 13:48:37",544789a536e56050d352f95b48062912
1,"2017-10-16 02:00:00","2017-10-20 00:47:35",5e0140671ad91ce830fb2b33a3210d1b
1,"2017-05-03 02:00:00","2017-05-22 11:57:45",e33ed9bacaf02833f0c4dff6e8e20bff
1,"2018-01-05 01:00:00","2018-01-16 21:21:48",a23f721497b1d681e6408ab48c1cf387
1,"2017-12-15 01:00:00","2017-12-27 19:25:02",3d7ee397cbe71826e767837af0d81c2a
1,"2017-05-31 02:00:00","2017-06-03 11:32:46",5c1ae73856bf1d09958ec5ae3a64b73a
1,"2017-10-26 02:00:00","2017-10-26 19:12:57",ca67ed4e41d10ddfede1632c9ccc1c8b
1,"2017-09-29 02:00:00","2017-10-05 22:41:55",9b1d71b20edcf15ab15e0bb4a932f23f
1,"2017-12-18 01:00:00","2018-01-04 22:53:14",b1791785e507945110408ae91ef3fa18
1,"2018-06-07 02:00:00","2018-06-20 15:35:46",f00c74caaa25430b1fa361c158e8996a
1,"2017-12-26 01:00:00","2017-12-30 01:10:30",7a411701d358d7be1e457ec66ceb4731
1,"2018-04-16 02:00:00","2018-04-28 21:06:50",a7f514dbfdce429795a816a86b0cfcfd
1,"2017-07-13 02:00:00","2017-07-14 22:01:37",b176e1a76bb30bc22f454c774e2826c7
1,"2018-03-19 01:00:00","2018-03-20 20:38:48",2d1bec8cfa830e47e6267b4e3c329dbd
1,"2018-08-14 02:00:00","2018-08-15 17:26:35",08b0cc275164eab92e5797432fa89770
1,"2017-12-19 01:00:00","2017-12-20 15:53:15",172587311d5d0329ae5a761bf6ae4c80
2,"2017-12-19 01:00:00","2017-12-27 18:47:12",28aca242b9f57bd41f8a1d1791f4e761
1,"2018-03-12 01:00:00","2018-03-12 23:36:33",2ab7caa24a5d02dee343802f4031a20a
1,"2017-08-22 02:00:00","2017-09-19 16:02:33",3bf64404e90aaf774854f9d82327af00
1,"2017-12-18 01:00:00","2017-12-27 18:33:09",40d61096a3c7681e431d0224b2eb6aab
1,"2018-03-23 01:00:00","2018-03-23 20:08:36",71189364ca3c13bb110177b4d8e949df
1,"2017-11-14 01:00:00","2017-11-14 21:26:52",782d2a64a6133bc3512a372661880972
1,"2018-06-04 02:00:00","2018-06-07 23:47:58",79d717fa467e6102ca28ef5a22785982
1,"2017-11-10 01:00:00","2017-11-29 18:32:27",9917855d5e68773f7db62f2dbfc06f71
1,"2018-04-04 02:00:00","2018-04-06 20:16:56",c2392e568835f3d748e67d74da04c934
1,"2017-08-17 02:00:00","2017-08-24 22:07:47",c8e6cc0d58104bbddf6c5c8d07f58bf7
1,"2017-12-28 01:00:00","2018-01-08 21:42:45",da6ff5aa71571cace6a438da4aff0326
1,"2017-12-21 01:00:00","2018-01-05 18:44:16",f6a077b6752745563626dd0aba873fab
1,"2018-03-14 01:00:00","2018-03-15 19:54:48",7f1308d4daa38317363931054a0358f3
1,"2018-03-23 01:00:00","2018-04-10 15:04:14",ca4d9163f73c29c767a726571e8baf23
